event_activity_id,hcp_id,event_id,campaign_id,drug_id,event_name,event_type,event_activity_type,activity_timestamp,registration_status,attendance_status,attendance_duration_minutes,questions_asked,poll_responses,device_type,source_system
EVTACT00003709,HCP0585,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-27 03:55:51.724137,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00011814,HCP1822,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 04:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00004378,HCP0691,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 05:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00007167,HCP1116,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 06:14:28.965517,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00010923,HCP1692,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 07:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00006629,HCP1031,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 15:37:14.482758,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00006196,HCP0966,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 15:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00000421,HCP0074,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 15:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00003185,HCP0511,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 16:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00000721,HCP0124,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 17:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00001927,HCP0314,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 18:37:14.482758,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00009809,HCP1527,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 19:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00008031,HCP1245,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 20:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011971,HCP1844,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-27 20:55:51.724137,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00010754,HCP1667,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 21:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00009931,HCP1543,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 21:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00001339,HCP0227,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 21:14:28.965517,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00003449,HCP0544,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 21:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011742,HCP1811,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 21:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00009588,HCP1490,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 21:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00007911,HCP1228,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 21:37:14.482758,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00004384,HCP0692,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 21:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00009346,HCP1449,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-27 21:55:51.724137,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00002392,HCP0385,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-27 22:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00000590,HCP0101,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-27 22:55:51.724137,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00004655,HCP0732,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-27 22:55:51.724137,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00001107,HCP0192,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 23:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00000695,HCP0121,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-27 23:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00009108,HCP1412,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 00:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00011226,HCP1735,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 00:55:51.724137,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011766,HCP1815,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 01:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00000841,HCP0144,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 01:14:28.965517,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00005946,HCP0925,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 01:55:51.724137,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00009617,HCP1496,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 02:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00007076,HCP1098,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 02:55:51.724137,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00002380,HCP0384,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 02:55:51.724137,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00005378,HCP0842,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 03:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00003258,HCP0523,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 03:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011450,HCP1768,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 04:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006107,HCP0951,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 05:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00006537,HCP1015,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 05:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00001807,HCP0297,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 06:14:28.965517,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00008185,HCP1272,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 14:37:14.482758,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00008637,HCP1341,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 14:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00001834,HCP0300,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 14:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00004593,HCP0724,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 14:37:14.482758,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00011203,HCP1732,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 15:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00006057,HCP0943,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 15:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00009787,HCP1523,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 18:55:51.724137,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00006908,HCP1073,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 18:55:51.724137,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00003398,HCP0539,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 19:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00011115,HCP1720,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 19:37:14.482758,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00002007,HCP0325,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-28 19:37:14.482758,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00000627,HCP0107,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 20:55:51.724137,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00003482,HCP0548,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 21:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00006974,HCP1085,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 21:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00007360,HCP1148,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 21:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00007343,HCP1144,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 21:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00001033,HCP0178,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 21:55:51.724137,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00002546,HCP0408,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 21:55:51.724137,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00009714,HCP1512,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 22:55:51.724137,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00007174,HCP1118,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 22:55:51.724137,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00009387,HCP1458,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 22:55:51.724137,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00007997,HCP1240,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 23:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00005820,HCP0903,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 23:14:28.965517,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00003744,HCP0589,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 23:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00007729,HCP1204,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-28 23:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00010905,HCP1689,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 23:55:51.724137,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00009833,HCP1531,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 23:55:51.724137,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006166,HCP0960,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-28 23:55:51.724137,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00005517,HCP0860,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 00:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00004398,HCP0693,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 00:14:28.965517,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011509,HCP1775,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 00:14:28.965517,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00001624,HCP0270,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,registration,2026-01-29 00:37:14.482758,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00010275,HCP1592,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 01:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00007410,HCP1155,EVENT0004,CAMP0002,DRUG001,CardioZen Webinar 04,Webinar,registration,2026-01-29 01:55:51.724137,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00011092,HCP1715,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 02:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00000935,HCP0160,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 03:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00009001,HCP1397,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 05:14:28.965517,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00008191,HCP1272,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 06:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00006363,HCP0990,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 06:14:28.965517,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00008463,HCP1314,EVENT0005,CAMP0009,DRUG003,NeuroCalm Webinar 05,Webinar,registration,2026-01-29 07:14:28.965517,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00004425,HCP0698,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,47,0,0,Mobile,Event_Platform
EVTACT00007021,HCP1090,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,60,2,4,Mobile,Event_Platform
EVTACT00003463,HCP0546,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,37,3,0,Mobile,Event_Platform
EVTACT00004385,HCP0692,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,88,3,0,Tablet,Event_Platform
EVTACT00011498,HCP1774,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,84,1,2,Tablet,Event_Platform
EVTACT00008283,HCP1283,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,80,0,0,Mobile,Event_Platform
EVTACT00005624,HCP0876,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,83,0,3,Tablet,Event_Platform
EVTACT00012043,HCP1855,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,52,2,2,Mobile,Event_Platform
EVTACT00006962,HCP1082,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,89,0,1,Mobile,Event_Platform
EVTACT00012850,HCP1977,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,47,1,2,Tablet,Event_Platform
EVTACT00008888,HCP1379,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,82,2,0,Tablet,Event_Platform
EVTACT00006571,HCP1020,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,54,0,0,Tablet,Event_Platform
EVTACT00002804,HCP0445,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,70,0,2,Desktop,Event_Platform
EVTACT00010652,HCP1653,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,36,0,0,Mobile,Event_Platform
EVTACT00001541,HCP0256,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,67,1,1,Tablet,Event_Platform
EVTACT00001957,HCP0318,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,54,2,2,Tablet,Event_Platform
EVTACT00008186,HCP1272,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,79,2,3,Mobile,Event_Platform
EVTACT00011738,HCP1811,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,46,1,0,Mobile,Event_Platform
EVTACT00003425,HCP0541,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,47,1,0,Tablet,Event_Platform
EVTACT00005002,HCP0790,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,70,0,0,Tablet,Event_Platform
EVTACT00009428,HCP1465,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,63,0,0,Mobile,Event_Platform
EVTACT00009872,HCP1535,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,66,0,0,Desktop,Event_Platform
EVTACT00006954,HCP1081,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,48,2,4,Tablet,Event_Platform
EVTACT00009353,HCP1451,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,82,1,0,Desktop,Event_Platform
EVTACT00001232,HCP0209,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 15:37:14.482758,Registered,Attended,64,0,4,Tablet,Event_Platform
EVTACT00007808,HCP1216,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,67,0,0,Desktop,Event_Platform
EVTACT00010987,HCP1700,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,42,0,0,Tablet,Event_Platform
EVTACT00011566,HCP1782,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,75,3,0,Tablet,Event_Platform
EVTACT00000812,HCP0139,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,77,0,4,Tablet,Event_Platform
EVTACT00010690,HCP1658,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,51,2,0,Mobile,Event_Platform
EVTACT00001176,HCP0201,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,61,2,3,Desktop,Event_Platform
EVTACT00000139,HCP0026,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,56,1,0,Mobile,Event_Platform
EVTACT00003901,HCP0610,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,88,2,0,Desktop,Event_Platform
EVTACT00010507,HCP1629,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,89,1,1,Tablet,Event_Platform
EVTACT00001108,HCP0192,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,38,0,1,Tablet,Event_Platform
EVTACT00010120,HCP1569,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,79,0,1,Tablet,Event_Platform
EVTACT00012252,HCP1887,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,88,0,0,Mobile,Event_Platform
EVTACT00010942,HCP1695,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,54,1,0,Desktop,Event_Platform
EVTACT00009589,HCP1490,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,60,0,4,Tablet,Event_Platform
EVTACT00010892,HCP1686,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,54,0,0,Mobile,Event_Platform
EVTACT00005199,HCP0823,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,50,2,0,Tablet,Event_Platform
EVTACT00000793,HCP0135,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,40,0,3,Mobile,Event_Platform
EVTACT00007659,HCP1191,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,62,0,0,Desktop,Event_Platform
EVTACT00009446,HCP1468,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,54,0,0,Mobile,Event_Platform
EVTACT00010872,HCP1684,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,86,0,0,Mobile,Event_Platform
EVTACT00000696,HCP0121,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,84,0,0,Desktop,Event_Platform
EVTACT00011600,HCP1788,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,84,1,1,Desktop,Event_Platform
EVTACT00009810,HCP1527,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,42,0,0,Desktop,Event_Platform
EVTACT00001498,HCP0250,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 16:37:14.482758,Registered,Attended,41,0,0,Desktop,Event_Platform
EVTACT00001962,HCP0319,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 17:37:14.482758,Registered,Attended,54,0,4,Tablet,Event_Platform
EVTACT00006837,HCP1061,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 17:37:14.482758,Registered,Attended,62,0,0,Tablet,Event_Platform
EVTACT00007262,HCP1130,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 17:37:14.482758,Registered,Attended,75,3,0,Mobile,Event_Platform
EVTACT00008569,HCP1331,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 17:37:14.482758,Registered,Attended,90,3,2,Tablet,Event_Platform
EVTACT00000056,HCP0011,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 17:37:14.482758,Registered,Attended,81,0,0,Tablet,Event_Platform
EVTACT00001352,HCP0230,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 17:37:14.482758,Registered,Attended,83,2,3,Tablet,Event_Platform
EVTACT00012824,HCP1974,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 17:37:14.482758,Registered,Attended,71,1,2,Desktop,Event_Platform
EVTACT00010928,HCP1693,EVENT0003,CAMP0020,DRUG007,GastroEase Webinar 03,Webinar,attendance,2026-01-29 17:37:14.482758,Registered,Attended,90,3,0,Desktop,Event_Platform
