hcp_id,total_event_activities,event_registrations,event_attendance,event_attendance_rate,avg_event_attendance_duration,max_event_attendance_duration,event_questions,event_polls,last_event_activity,last_event_engagement,days_since_last_event_engagement,days_since_last_event_activity
HCP1319,9,5,4,0.8000,66.25,85.0,3.0,1.0,2026-08-03T10:41:22.758Z,2026-08-03T10:41:22.758Z,13,13
HCP1322,15,8,7,0.8750,54.86,72.0,6.0,7.0,2026-08-03T06:41:22.758Z,2026-08-03T06:41:22.758Z,13,13
HCP1325,5,3,2,0.6667,34.0,36.0,1.0,0.0,2026-06-14T06:31:02.068Z,2026-06-14T06:31:02.068Z,63,63
HCP1327,4,2,2,1.0000,81.5,86.0,1.0,4.0,2026-08-03T11:41:22.758Z,2026-08-03T11:41:22.758Z,13,13
HCP1343,3,2,1,0.5000,42.0,42.0,0.0,0.0,2026-07-12T19:45:31.034Z,2026-07-12T19:45:31.034Z,35,35
HCP1349,5,3,2,0.6667,42.0,45.0,0.0,4.0,2026-07-15T08:41:22.758Z,2026-05-31T06:53:47.586Z,77,32
HCP1355,3,2,1,0.5000,45.0,45.0,0.0,4.0,2026-07-27T09:22:45.517Z,2026-07-27T09:22:45.517Z,20,20
HCP1369,11,6,5,0.8333,49.4,71.0,0.0,6.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP1374,4,2,2,1.0000,60.5,72.0,1.0,0.0,2026-06-21T12:49:39.310Z,2026-06-21T12:49:39.310Z,56,56
HCP1391,13,8,5,0.6250,42.4,76.0,7.0,8.0,2026-07-13T00:45:31.034Z,2026-07-13T00:45:31.034Z,34,34
HCP1394,9,5,4,0.8000,39.0,59.0,0.0,3.0,2026-08-03T12:41:22.758Z,2026-08-03T12:41:22.758Z,13,13
HCP1416,5,3,2,0.6667,89.5,107.0,1.0,4.0,2026-08-03T06:41:22.758Z,2026-08-03T06:41:22.758Z,13,13
HCP1446,8,4,4,1.0000,42.5,54.0,4.0,3.0,2026-06-21T16:49:39.310Z,2026-06-21T16:49:39.310Z,56,56
HCP1460,10,5,5,1.0000,38.2,62.0,3.0,6.0,2026-07-13T01:45:31.034Z,2026-07-13T01:45:31.034Z,34,34
HCP1462,4,2,2,1.0000,59.0,76.0,2.0,6.0,2026-06-28T18:08:16.551Z,2026-06-28T18:08:16.551Z,49,49
HCP1469,11,6,5,0.8333,52.0,79.0,9.0,0.0,2026-08-03T07:41:22.758Z,2026-08-03T07:41:22.758Z,13,13
HCP1475,2,1,1,1.0000,76.0,76.0,0.0,0.0,2026-03-13T12:28:57.931Z,2026-03-13T12:28:57.931Z,156,156
HCP1515,7,5,2,0.4000,43.0,48.0,2.0,0.0,2026-07-15T03:04:08.275Z,2026-02-13T03:14:28.965Z,184,32
HCP1536,11,6,5,0.8333,42.4,58.0,1.0,0.0,2026-07-20T03:04:08.275Z,2026-07-20T03:04:08.275Z,27,27
HCP1546,7,4,3,0.7500,56.33,90.0,1.0,0.0,2026-05-09T13:57:55.862Z,2026-05-09T13:57:55.862Z,99,99
HCP1547,11,6,5,0.8333,55.4,74.0,3.0,6.0,2026-08-03T05:41:22.758Z,2026-08-03T05:41:22.758Z,13,13
HCP1552,9,5,4,0.8000,55.25,66.0,0.0,5.0,2026-07-14T06:41:22.758Z,2026-06-28T15:08:16.551Z,49,33
HCP1554,4,3,1,0.3333,52.0,52.0,0.0,1.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP1560,8,4,4,1.0000,68.5,90.0,4.0,5.0,2026-07-12T23:45:31.034Z,2026-07-12T23:45:31.034Z,35,35
HCP1568,6,3,3,1.0000,42.67,58.0,0.0,6.0,2026-05-31T02:53:47.586Z,2026-05-31T02:53:47.586Z,77,77
HCP1608,2,1,1,1.0000,50.0,50.0,0.0,0.0,2026-03-13T18:28:57.931Z,2026-03-13T18:28:57.931Z,156,156
HCP1610,8,4,4,1.0000,34.75,49.0,2.0,5.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP1624,6,5,1,0.2000,59.0,59.0,0.0,0.0,2026-08-03T11:41:22.758Z,2026-08-03T11:41:22.758Z,13,13
HCP1637,10,5,5,1.0000,51.6,87.0,0.0,7.0,2026-05-31T02:53:47.586Z,2026-05-31T02:53:47.586Z,77,77
HCP1638,6,4,2,0.5000,57.5,73.0,0.0,2.0,2026-07-10T23:45:31.034Z,2026-05-23T21:35:10.344Z,85,37
HCP1641,4,3,1,0.3333,76.0,76.0,0.0,0.0,2026-07-12T04:04:08.275Z,2026-03-13T11:28:57.931Z,156,35
HCP1669,12,8,4,0.5000,50.75,73.0,2.0,6.0,2026-08-10T16:00:00.000Z,2026-08-10T16:00:00.000Z,6,6
HCP1730,6,4,2,0.5000,54.5,77.0,0.0,0.0,2026-03-26T01:24:49.655Z,2026-02-20T04:33:06.206Z,177,143
HCP1739,6,3,3,1.0000,41.67,56.0,0.0,0.0,2026-05-23T20:35:10.344Z,2026-05-23T20:35:10.344Z,85,85
HCP1746,16,9,7,0.7778,60.14,89.0,0.0,1.0,2026-08-03T10:41:22.758Z,2026-08-03T10:41:22.758Z,13,13
HCP1759,7,4,3,0.7500,32.0,34.0,2.0,3.0,2026-07-27T07:22:45.517Z,2026-07-27T07:22:45.517Z,20,20
HCP1774,9,5,4,0.8000,67.75,87.0,1.0,2.0,2026-07-22T07:22:45.517Z,2026-03-06T08:10:20.689Z,163,25
HCP1793,7,4,3,0.7500,50.67,69.0,2.0,1.0,2026-07-27T05:22:45.517Z,2026-07-27T05:22:45.517Z,20,20
HCP1801,4,3,1,0.3333,40.0,40.0,0.0,4.0,2026-07-16T05:22:45.517Z,2026-02-05T19:55:51.724Z,192,31
HCP1811,10,6,4,0.6667,36.25,46.0,3.0,8.0,2026-06-14T12:31:02.068Z,2026-06-14T12:31:02.068Z,63,63
HCP1883,4,3,1,0.3333,85.0,85.0,0.0,3.0,2026-07-20T01:04:08.275Z,2026-07-20T01:04:08.275Z,27,27
HCP1886,4,2,2,1.0000,65.0,108.0,3.0,2.0,2026-07-20T03:04:08.275Z,2026-07-20T03:04:08.275Z,27,27
HCP1898,7,5,2,0.4000,42.0,44.0,0.0,0.0,2026-06-29T19:26:53.793Z,2026-03-27T20:06:12.413Z,142,48
HCP1937,10,5,5,1.0000,30.0,47.0,2.0,2.0,2026-05-31T01:53:47.586Z,2026-05-31T01:53:47.586Z,77,77
HCP1967,3,2,1,0.5000,52.0,52.0,0.0,0.0,2026-07-05T20:26:53.793Z,2026-07-05T20:26:53.793Z,42,42
HCP1986,2,1,1,1.0000,44.0,44.0,0.0,0.0,2026-04-25T09:20:41.379Z,2026-04-25T09:20:41.379Z,113,113
HCP1991,2,1,1,1.0000,37.0,37.0,1.0,0.0,2026-05-31T06:53:47.586Z,2026-05-31T06:53:47.586Z,77,77
HCP1996,8,5,3,0.6000,72.0,89.0,3.0,4.0,2026-07-09T11:22:45.517Z,2026-06-07T09:12:24.827Z,70,38
HCP0033,5,3,2,0.6667,24.5,25.0,0.0,3.0,2026-04-05T03:02:04.137Z,2026-03-27T21:06:12.413Z,142,133
HCP0048,5,3,2,0.6667,41.0,56.0,0.0,1.0,2026-07-12T22:45:31.034Z,2026-07-12T22:45:31.034Z,35,35
HCP0055,11,6,5,0.8333,51.0,90.0,4.0,4.0,2026-07-20T06:04:08.275Z,2026-07-20T06:04:08.275Z,27,27
HCP0090,4,2,2,1.0000,56.5,73.0,2.0,1.0,2026-07-20T05:04:08.275Z,2026-07-20T05:04:08.275Z,27,27
HCP0123,5,3,2,0.6667,63.5,74.0,0.0,2.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP0144,6,4,2,0.5000,56.0,77.0,2.0,0.0,2026-07-15T04:04:08.275Z,2026-02-13T03:14:28.965Z,184,32
HCP0187,4,2,2,1.0000,45.0,47.0,1.0,4.0,2026-08-03T07:41:22.758Z,2026-08-03T07:41:22.758Z,13,13
HCP0189,4,2,2,1.0000,42.0,44.0,2.0,3.0,2026-05-16T22:16:33.103Z,2026-05-16T22:16:33.103Z,92,92
HCP0206,4,2,2,1.0000,67.0,75.0,0.0,0.0,2026-04-11T01:43:26.896Z,2026-04-11T01:43:26.896Z,127,127
HCP0237,7,4,3,0.7500,70.67,89.0,2.0,3.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP0240,5,3,2,0.6667,58.0,79.0,1.0,2.0,2026-06-28T19:08:16.551Z,2026-06-28T19:08:16.551Z,49,49
HCP0247,3,2,1,0.5000,33.0,33.0,0.0,0.0,2026-07-18T04:22:45.517Z,2026-06-21T14:49:39.310Z,56,29
HCP0259,3,2,1,0.5000,54.0,54.0,0.0,0.0,2026-08-10T12:00:00.000Z,2026-08-10T12:00:00.000Z,6,6
HCP0271,3,2,1,0.5000,54.0,54.0,0.0,0.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP0294,12,7,5,0.7143,53.4,73.0,6.0,1.0,2026-06-21T09:49:39.310Z,2026-06-21T09:49:39.310Z,56,56
HCP0295,4,3,1,0.3333,61.0,61.0,0.0,2.0,2026-07-27T08:22:45.517Z,2026-07-27T08:22:45.517Z,20,20
HCP0309,4,2,2,1.0000,42.0,51.0,1.0,0.0,2026-08-10T10:00:00.000Z,2026-08-10T10:00:00.000Z,6,6
HCP0341,8,4,4,1.0000,42.0,56.0,0.0,0.0,2026-06-14T12:31:02.068Z,2026-06-14T12:31:02.068Z,63,63
HCP0346,7,4,3,0.7500,58.33,92.0,5.0,0.0,2026-08-03T05:41:22.758Z,2026-08-03T05:41:22.758Z,13,13
HCP0372,3,2,1,0.5000,36.0,36.0,0.0,1.0,2026-06-21T14:49:39.310Z,2026-06-21T14:49:39.310Z,56,56
HCP0429,3,2,1,0.5000,69.0,69.0,0.0,0.0,2026-06-26T12:08:16.551Z,2026-05-23T23:35:10.344Z,85,51
HCP0463,5,3,2,0.6667,38.5,52.0,1.0,0.0,2026-05-31T06:53:47.586Z,2026-05-31T06:53:47.586Z,77,77
HCP0493,11,7,4,0.5714,58.0,88.0,4.0,5.0,2026-08-01T18:00:00.000Z,2026-07-20T05:04:08.275Z,27,15
HCP0504,10,5,5,1.0000,49.4,79.0,0.0,3.0,2026-08-10T10:00:00.000Z,2026-08-10T10:00:00.000Z,6,6
HCP0517,4,3,1,0.3333,67.0,67.0,0.0,0.0,2026-07-11T04:22:45.517Z,2026-04-25T12:20:41.379Z,113,36
HCP0536,6,4,2,0.5000,34.0,43.0,1.0,3.0,2026-07-05T19:45:31.034Z,2026-03-27T21:06:12.413Z,142,42
HCP0545,7,4,3,0.7500,48.67,85.0,3.0,3.0,2026-05-11T23:16:33.103Z,2026-04-04T00:24:49.655Z,134,97
HCP0550,9,5,4,0.8000,47.75,67.0,4.0,4.0,2026-07-12T22:45:31.034Z,2026-07-12T22:45:31.034Z,35,35
HCP0566,8,4,4,1.0000,64.25,95.0,0.0,2.0,2026-07-20T02:04:08.275Z,2026-07-20T02:04:08.275Z,27,27
HCP0586,15,8,7,0.8750,51.57,79.0,7.0,9.0,2026-08-10T12:00:00.000Z,2026-08-10T12:00:00.000Z,6,6
HCP0594,12,6,6,1.0000,48.0,87.0,0.0,1.0,2026-06-21T10:49:39.310Z,2026-06-21T10:49:39.310Z,56,56
HCP0642,3,2,1,0.5000,38.0,38.0,0.0,3.0,2026-06-27T21:08:16.551Z,2026-03-20T21:47:35.172Z,149,50
HCP0712,3,3,0,0.0000,0.0,0.0,0.0,0.0,2026-05-08T04:35:10.344Z,null,null,100
HCP0714,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-02-04T01:55:51.724Z,null,null,193
HCP0721,6,3,3,1.0000,47.33,53.0,2.0,4.0,2026-08-10T14:00:00.000Z,2026-08-10T14:00:00.000Z,6,6
HCP0763,7,4,3,0.7500,40.33,60.0,5.0,2.0,2026-04-11T04:43:26.896Z,2026-04-11T04:43:26.896Z,127,127
HCP0769,5,3,2,0.6667,60.5,78.0,0.0,0.0,2026-03-20T17:47:35.172Z,2026-03-20T17:47:35.172Z,149,149
HCP0778,6,3,3,1.0000,49.67,92.0,1.0,0.0,2026-07-20T05:04:08.275Z,2026-07-20T05:04:08.275Z,27,27
HCP0783,3,2,1,0.5000,81.0,81.0,0.0,2.0,2026-06-07T08:12:24.827Z,2026-06-07T08:12:24.827Z,70,70
HCP0795,4,2,2,1.0000,38.0,52.0,0.0,1.0,2026-07-20T04:04:08.275Z,2026-07-20T04:04:08.275Z,27,27
HCP0816,12,6,6,1.0000,37.83,54.0,10.0,3.0,2026-07-20T03:04:08.275Z,2026-07-20T03:04:08.275Z,27,27
HCP0848,3,2,1,0.5000,57.0,57.0,0.0,0.0,2026-04-18T04:02:04.137Z,2026-04-18T04:02:04.137Z,120,120
HCP0876,5,3,2,0.6667,57.0,83.0,0.0,6.0,2026-05-16T22:16:33.103Z,2026-05-16T22:16:33.103Z,92,92
HCP0886,6,3,3,1.0000,60.33,97.0,2.0,5.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP0888,10,6,4,0.6667,34.5,61.0,8.0,7.0,2026-07-29T10:00:00.000Z,2026-05-31T03:53:47.586Z,77,18
HCP0903,12,7,5,0.7143,52.2,62.0,1.0,7.0,2026-07-12T19:45:31.034Z,2026-07-12T19:45:31.034Z,35,35
HCP0911,9,5,4,0.8000,48.0,60.0,7.0,4.0,2026-07-05T20:26:53.793Z,2026-07-05T20:26:53.793Z,42,42
HCP0932,4,2,2,1.0000,58.0,73.0,3.0,3.0,2026-02-20T06:33:06.206Z,2026-02-20T06:33:06.206Z,177,177
HCP0939,5,4,1,0.2500,57.0,57.0,1.0,0.0,2026-05-14T01:16:33.103Z,2026-02-13T00:14:28.965Z,184,94
HCP0951,8,4,4,1.0000,67.75,91.0,3.0,4.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP0978,6,3,3,1.0000,55.67,67.0,4.0,7.0,2026-07-20T03:04:08.275Z,2026-07-20T03:04:08.275Z,27,27
HCP0985,9,6,3,0.5000,52.67,74.0,6.0,1.0,2026-06-14T12:31:02.068Z,2026-06-14T12:31:02.068Z,63,63
HCP0993,3,2,1,0.5000,40.0,40.0,0.0,0.0,2026-07-27T11:00:00.000Z,2026-07-13T01:45:31.034Z,34,20
HCP1000,4,2,2,1.0000,60.5,76.0,5.0,0.0,2026-07-13T01:45:31.034Z,2026-07-13T01:45:31.034Z,34,34
HCP1002,7,5,2,0.4000,35.5,44.0,3.0,5.0,2026-08-10T16:00:00.000Z,2026-08-10T16:00:00.000Z,6,6
HCP1003,6,4,2,0.5000,42.5,45.0,0.0,5.0,2026-06-11T21:08:16.551Z,2026-05-02T17:39:18.620Z,106,66
HCP1036,6,3,3,1.0000,49.67,72.0,4.0,6.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP1065,9,5,4,0.8000,50.75,58.0,1.0,3.0,2026-05-30T23:53:47.586Z,2026-05-30T23:53:47.586Z,78,78
HCP1242,6,3,3,1.0000,48.67,78.0,1.0,5.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP1263,5,3,2,0.6667,44.5,47.0,0.0,0.0,2026-05-09T20:57:55.862Z,2026-05-09T20:57:55.862Z,99,99
HCP1278,8,4,4,1.0000,49.5,77.0,2.0,8.0,2026-07-05T16:26:53.793Z,2026-07-05T16:26:53.793Z,42,42
HCP1294,5,3,2,0.6667,37.5,39.0,1.0,4.0,2026-06-21T10:49:39.310Z,2026-06-21T10:49:39.310Z,56,56
HCP1302,4,2,2,1.0000,71.5,75.0,0.0,1.0,2026-06-28T16:08:16.551Z,2026-06-28T16:08:16.551Z,49,49
HCP1347,4,2,2,1.0000,47.0,50.0,5.0,0.0,2026-05-09T17:57:55.862Z,2026-05-09T17:57:55.862Z,99,99
HCP1385,6,4,2,0.5000,58.5,86.0,3.0,4.0,2026-04-05T07:20:41.379Z,2026-03-27T19:06:12.413Z,142,133
HCP1405,6,5,1,0.2000,36.0,36.0,0.0,0.0,2026-05-05T22:35:10.344Z,2026-04-11T04:43:26.896Z,127,103
HCP1435,8,4,4,1.0000,81.25,93.0,5.0,3.0,2026-07-05T21:26:53.793Z,2026-07-05T21:26:53.793Z,42,42
HCP1492,3,2,1,0.5000,88.0,88.0,3.0,3.0,2026-02-23T04:51:43.448Z,2026-02-05T21:55:51.724Z,192,174
HCP1511,9,5,4,0.8000,51.75,80.0,2.0,7.0,2026-08-02T14:00:00.000Z,2026-04-18T05:02:04.137Z,120,14
HCP1518,8,4,4,1.0000,35.75,47.0,4.0,7.0,2026-07-12T22:45:31.034Z,2026-07-12T22:45:31.034Z,35,35
HCP1523,3,2,1,0.5000,48.0,48.0,1.0,0.0,2026-05-09T19:57:55.862Z,2026-05-09T19:57:55.862Z,99,99
HCP1559,2,1,1,1.0000,34.0,34.0,0.0,3.0,2026-06-21T09:49:39.310Z,2026-06-21T09:49:39.310Z,56,56
HCP1580,7,4,3,0.7500,52.33,74.0,1.0,0.0,2026-07-05T17:26:53.793Z,2026-07-05T17:26:53.793Z,42,42
HCP1581,7,4,3,0.7500,52.0,70.0,1.0,2.0,2026-06-15T10:49:39.310Z,2026-03-27T23:06:12.413Z,142,62
HCP1593,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-05-01T11:39:18.620Z,null,null,107
HCP1627,7,4,3,0.7500,39.33,51.0,0.0,4.0,2026-07-27T08:22:45.517Z,2026-07-27T08:22:45.517Z,20,20
HCP1632,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-07-12T04:22:45.517Z,null,null,35
HCP1647,2,1,1,1.0000,54.0,54.0,0.0,3.0,2026-04-03T23:24:49.655Z,2026-04-03T23:24:49.655Z,135,135
HCP1693,8,4,4,1.0000,47.0,90.0,6.0,2.0,2026-05-16T18:16:33.103Z,2026-05-16T18:16:33.103Z,92,92
HCP1706,3,2,1,0.5000,46.0,46.0,0.0,0.0,2026-07-30T14:41:22.758Z,2026-03-20T14:47:35.172Z,149,17
HCP1724,14,8,6,0.7500,49.83,89.0,1.0,8.0,2026-07-27T07:22:45.517Z,2026-07-27T07:22:45.517Z,20,20
HCP1729,3,2,1,0.5000,60.0,60.0,0.0,3.0,2026-05-09T13:57:55.862Z,2026-05-09T13:57:55.862Z,99,99
HCP1732,9,6,3,0.5000,51.33,81.0,3.0,1.0,2026-07-24T04:22:45.517Z,2026-07-12T23:45:31.034Z,35,23
HCP1760,7,4,3,0.7500,35.33,55.0,0.0,4.0,2026-07-13T01:45:31.034Z,2026-07-13T01:45:31.034Z,34,34
HCP1771,10,5,5,1.0000,40.0,87.0,5.0,5.0,2026-06-14T09:31:02.068Z,2026-06-14T09:31:02.068Z,63,63
HCP1802,11,6,5,0.8333,47.4,88.0,4.0,10.0,2026-06-30T21:26:53.793Z,2026-06-21T12:49:39.310Z,56,47
HCP1812,5,3,2,0.6667,46.0,55.0,1.0,1.0,2026-07-27T04:22:45.517Z,2026-07-27T04:22:45.517Z,20,20
HCP1814,13,8,5,0.6250,65.4,104.0,6.0,5.0,2026-07-27T08:22:45.517Z,2026-07-27T08:22:45.517Z,20,20
HCP1824,3,2,1,0.5000,56.0,56.0,0.0,2.0,2026-05-23T00:53:47.586Z,2026-04-25T09:20:41.379Z,113,85
HCP1878,6,4,2,0.5000,69.0,82.0,0.0,3.0,2026-07-20T05:04:08.275Z,2026-07-20T05:04:08.275Z,27,27
HCP1903,3,2,1,0.5000,29.0,29.0,0.0,3.0,2026-06-11T10:31:02.068Z,2026-01-22T15:18:37.241Z,206,66
HCP1915,4,2,2,1.0000,55.0,59.0,3.0,2.0,2026-06-07T08:12:24.827Z,2026-06-07T08:12:24.827Z,70,70
HCP1936,3,2,1,0.5000,22.0,22.0,0.0,0.0,2026-05-31T05:53:47.586Z,2026-05-31T05:53:47.586Z,77,77
HCP1952,2,1,1,1.0000,104.0,104.0,0.0,0.0,2026-02-27T05:51:43.448Z,2026-02-27T05:51:43.448Z,170,170
HCP1970,4,3,1,0.3333,56.0,56.0,3.0,0.0,2026-05-05T19:35:10.344Z,2026-02-13T00:14:28.965Z,184,103
HCP0003,6,4,2,0.5000,43.5,64.0,0.0,0.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP0009,4,2,2,1.0000,59.0,64.0,0.0,0.0,2026-04-11T03:43:26.896Z,2026-04-11T03:43:26.896Z,127,127
HCP0023,5,3,2,0.6667,32.0,39.0,1.0,4.0,2026-08-10T16:00:00.000Z,2026-08-10T16:00:00.000Z,6,6
HCP0091,6,3,3,1.0000,54.0,69.0,0.0,0.0,2026-06-07T09:12:24.827Z,2026-06-07T09:12:24.827Z,70,70
HCP0143,10,7,3,0.4286,43.33,56.0,5.0,3.0,2026-06-29T15:26:53.793Z,2026-06-14T06:31:02.068Z,63,48
HCP0158,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-05-17T23:53:47.586Z,null,null,91
HCP0162,6,3,3,1.0000,47.0,78.0,0.0,4.0,2026-05-16T19:16:33.103Z,2026-05-16T19:16:33.103Z,92,92
HCP0172,6,3,3,1.0000,64.33,79.0,3.0,4.0,2026-07-27T02:22:45.517Z,2026-07-27T02:22:45.517Z,20,20
HCP0173,11,6,5,0.8333,37.8,54.0,0.0,8.0,2026-06-21T14:49:39.310Z,2026-06-21T14:49:39.310Z,56,56
HCP0203,10,5,5,1.0000,59.2,93.0,7.0,12.0,2026-08-03T11:41:22.758Z,2026-08-03T11:41:22.758Z,13,13
HCP0204,4,3,1,0.3333,55.0,55.0,0.0,1.0,2026-07-11T22:04:08.275Z,2026-07-05T21:26:53.793Z,42,36
HCP0205,9,6,3,0.5000,57.67,80.0,2.0,1.0,2026-08-01T12:00:00.000Z,2026-07-12T20:45:31.034Z,35,15
HCP0227,14,8,6,0.7500,60.67,84.0,2.0,5.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP0238,12,6,6,1.0000,50.17,86.0,1.0,10.0,2026-08-10T14:00:00.000Z,2026-08-10T14:00:00.000Z,6,6
HCP0239,11,6,5,0.8333,46.8,62.0,5.0,1.0,2026-08-03T07:41:22.758Z,2026-08-03T07:41:22.758Z,13,13
HCP0253,15,8,7,0.8750,48.14,63.0,3.0,17.0,2026-05-24T01:35:10.344Z,2026-05-24T01:35:10.344Z,84,84
HCP0272,2,1,1,1.0000,82.0,82.0,0.0,0.0,2026-05-24T03:35:10.344Z,2026-05-24T03:35:10.344Z,84,84
HCP0299,11,6,5,0.8333,57.4,110.0,1.0,5.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP0312,6,4,2,0.5000,50.0,67.0,0.0,4.0,2026-05-16T20:16:33.103Z,2026-05-16T20:16:33.103Z,92,92
HCP0314,6,4,2,0.5000,52.0,75.0,2.0,2.0,2026-06-12T13:08:16.551Z,2026-05-31T02:53:47.586Z,77,65
HCP0324,14,8,6,0.7500,47.33,59.0,6.0,8.0,2026-08-10T13:00:00.000Z,2026-08-10T13:00:00.000Z,6,6
HCP0344,5,4,1,0.2500,36.0,36.0,2.0,0.0,2026-06-18T11:49:39.310Z,2026-02-12T23:14:28.965Z,185,59
HCP0345,10,5,5,1.0000,63.8,97.0,1.0,1.0,2026-05-31T03:53:47.586Z,2026-05-31T03:53:47.586Z,77,77
HCP0375,11,6,5,0.8333,44.6,88.0,10.0,6.0,2026-06-12T13:08:16.551Z,2026-05-02T16:39:18.620Z,106,65
HCP0399,8,4,4,1.0000,45.5,53.0,0.0,7.0,2026-06-21T15:49:39.310Z,2026-06-21T15:49:39.310Z,56,56
HCP0402,7,4,3,0.7500,56.33,90.0,5.0,4.0,2026-05-31T06:53:47.586Z,2026-05-31T06:53:47.586Z,77,77
HCP0415,5,3,2,0.6667,36.5,49.0,0.0,4.0,2026-08-10T14:00:00.000Z,2026-08-10T14:00:00.000Z,6,6
HCP0421,7,4,3,0.7500,53.67,66.0,2.0,4.0,2026-08-10T12:00:00.000Z,2026-08-10T12:00:00.000Z,6,6
HCP0422,10,5,5,1.0000,47.4,61.0,6.0,11.0,2026-07-27T06:22:45.517Z,2026-07-27T06:22:45.517Z,20,20
HCP0432,7,4,3,0.7500,52.0,81.0,2.0,6.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP0448,5,3,2,0.6667,36.5,39.0,0.0,3.0,2026-07-27T02:22:45.517Z,2026-07-27T02:22:45.517Z,20,20
HCP0487,4,2,2,1.0000,52.5,83.0,0.0,0.0,2026-06-07T07:12:24.827Z,2026-06-07T07:12:24.827Z,70,70
HCP0497,5,4,1,0.2500,69.0,69.0,0.0,3.0,2026-06-13T11:49:39.310Z,2026-02-05T18:55:51.724Z,192,64
HCP0498,8,5,3,0.6000,65.67,94.0,3.0,3.0,2026-06-20T19:08:16.551Z,2026-06-07T06:12:24.827Z,70,57
HCP0506,5,3,2,0.6667,58.0,82.0,0.0,3.0,2026-04-19T20:57:55.862Z,2026-04-11T03:43:26.896Z,127,119
HCP0507,5,3,2,0.6667,51.0,57.0,0.0,3.0,2026-07-05T22:26:53.793Z,2026-07-05T22:26:53.793Z,42,42
HCP0520,5,3,2,0.6667,61.5,78.0,0.0,4.0,2026-07-11T20:45:31.034Z,2026-05-24T00:35:10.344Z,84,36
HCP0527,13,7,6,0.8571,44.67,49.0,4.0,2.0,2026-05-23T21:35:10.344Z,2026-05-23T21:35:10.344Z,85,85
HCP0539,10,6,4,0.6667,49.75,59.0,3.0,7.0,2026-07-05T22:26:53.793Z,2026-07-05T22:26:53.793Z,42,42
HCP0553,8,5,3,0.6000,43.33,46.0,0.0,1.0,2026-08-10T14:00:00.000Z,2026-08-10T14:00:00.000Z,6,6
HCP0589,14,8,6,0.7500,62.17,77.0,5.0,5.0,2026-08-03T09:41:22.758Z,2026-08-03T09:41:22.758Z,13,13
HCP0591,9,6,3,0.5000,37.67,44.0,1.0,4.0,2026-07-12T21:45:31.034Z,2026-07-12T21:45:31.034Z,35,35
HCP0593,6,3,3,1.0000,54.67,74.0,0.0,2.0,2026-07-05T16:26:53.793Z,2026-07-05T16:26:53.793Z,42,42
HCP0622,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-04-10T03:02:04.137Z,null,null,128
HCP0658,10,8,2,0.2500,84.0,101.0,0.0,0.0,2026-06-30T23:45:31.034Z,2026-03-20T19:47:35.172Z,149,47
HCP0678,12,6,6,1.0000,75.83,114.0,2.0,8.0,2026-08-03T11:41:22.758Z,2026-08-03T11:41:22.758Z,13,13
HCP0695,6,3,3,1.0000,42.67,60.0,0.0,3.0,2026-07-27T07:22:45.517Z,2026-07-27T07:22:45.517Z,20,20
HCP0701,2,1,1,1.0000,50.0,50.0,0.0,0.0,2026-04-18T05:02:04.137Z,2026-04-18T05:02:04.137Z,120,120
HCP0705,11,6,5,0.8333,57.6,80.0,5.0,0.0,2026-07-05T17:26:53.793Z,2026-07-05T17:26:53.793Z,42,42
HCP0718,8,4,4,1.0000,68.75,93.0,1.0,2.0,2026-05-24T00:35:10.344Z,2026-05-24T00:35:10.344Z,84,84
HCP0755,4,2,2,1.0000,42.5,63.0,0.0,4.0,2026-06-28T17:08:16.551Z,2026-06-28T17:08:16.551Z,49,49
HCP0772,6,3,3,1.0000,52.67,76.0,4.0,4.0,2026-05-02T14:39:18.620Z,2026-05-02T14:39:18.620Z,106,106
HCP0775,3,2,1,0.5000,59.0,59.0,2.0,0.0,2026-05-09T19:57:55.862Z,2026-05-09T19:57:55.862Z,99,99
