hcp_id,total_veeva_interactions,in_person_visits,phone_calls,virtual_meetings,completed_interactions,cancelled_interactions,no_show_interactions,avg_interaction_duration_minutes,max_interaction_duration_minutes,followups_required,last_veeva_activity,last_veeva_engagement,days_since_last_veeva_engagement,days_since_last_veeva_activity
HCP1469,13,8,3,2,11,0,2,34.69,60.0,4,2026-07-16T06:16:12.000Z,2026-06-27T13:41:15.000Z,50,31
HCP1475,10,4,3,3,9,0,1,30.6,52.0,2,2026-07-25T05:53:35.000Z,2026-07-25T05:53:35.000Z,22,22
HCP1515,9,6,2,1,9,0,0,37.33,60.0,4,2026-08-01T10:02:43.000Z,2026-08-01T10:02:43.000Z,15,15
HCP1536,9,5,1,3,9,0,0,29.89,45.0,4,2026-07-28T02:44:01.000Z,2026-07-28T02:44:01.000Z,19,19
HCP1546,8,7,0,1,8,0,0,43.75,60.0,2,2026-06-25T19:35:39.000Z,2026-06-25T19:35:39.000Z,52,52
HCP1547,12,7,3,2,12,0,0,30.25,50.0,8,2026-08-12T17:39:41.000Z,2026-08-12T17:39:41.000Z,4,4
HCP1552,7,1,2,4,4,2,1,19.57,32.0,3,2026-08-07T01:03:27.000Z,2026-07-21T19:09:52.000Z,26,9
HCP1554,9,6,0,3,7,1,1,43.44,59.0,3,2026-08-01T10:57:28.000Z,2026-08-01T10:57:28.000Z,15,15
HCP1560,13,8,1,4,12,1,0,36.92,60.0,7,2026-07-04T09:18:36.000Z,2026-07-04T09:18:36.000Z,43,43
HCP1568,4,3,1,0,4,0,0,35.0,58.0,2,2026-07-20T18:46:20.000Z,2026-07-20T18:46:20.000Z,27,27
HCP1608,5,1,4,0,5,0,0,16.2,43.0,2,2026-07-11T20:00:21.000Z,2026-07-11T20:00:21.000Z,36,36
HCP1610,6,3,1,2,6,0,0,33.67,53.0,3,2026-08-14T02:22:41.000Z,2026-08-14T02:22:41.000Z,2,2
HCP1624,7,5,1,1,6,1,0,33.29,57.0,3,2026-08-11T21:07:29.000Z,2026-08-11T21:07:29.000Z,5,5
HCP1637,8,4,4,0,8,0,0,26.25,51.0,2,2026-08-10T02:40:39.000Z,2026-08-10T02:40:39.000Z,6,6
HCP1638,11,5,5,1,8,0,3,26.0,47.0,6,2026-08-14T03:05:26.000Z,2026-08-14T03:05:26.000Z,2,2
HCP1641,5,1,3,1,4,0,1,22.4,56.0,1,2026-07-25T13:00:51.000Z,2026-07-25T13:00:51.000Z,22,22
HCP1669,7,5,2,0,7,0,0,31.86,55.0,5,2026-05-31T08:53:33.000Z,2026-05-31T08:53:33.000Z,77,77
HCP1730,9,4,2,3,9,0,0,33.33,53.0,5,2026-07-16T04:32:37.000Z,2026-07-16T04:32:37.000Z,31,31
HCP1739,8,2,4,2,7,1,0,25.63,57.0,3,2026-08-07T10:18:58.000Z,2026-08-07T10:18:58.000Z,9,9
HCP1746,10,5,5,0,9,0,1,28.5,59.0,5,2026-07-14T22:15:25.000Z,2026-07-14T22:15:25.000Z,33,33
HCP1759,4,2,2,0,4,0,0,19.5,28.0,3,2026-08-07T03:02:12.000Z,2026-08-07T03:02:12.000Z,9,9
HCP1774,3,1,1,1,3,0,0,28.0,56.0,2,2026-06-09T17:21:18.000Z,2026-06-09T17:21:18.000Z,68,68
HCP1793,7,2,4,1,6,0,1,21.0,43.0,2,2026-06-19T19:33:11.000Z,2026-06-19T19:33:11.000Z,58,58
HCP1801,7,5,1,1,5,1,1,40.14,57.0,3,2026-08-05T12:19:57.000Z,2026-08-05T12:19:57.000Z,11,11
HCP1811,3,1,2,0,1,1,1,22.33,40.0,0,2026-06-11T19:59:13.000Z,2026-03-12T14:11:47.000Z,157,66
HCP1883,6,4,2,0,6,0,0,33.83,60.0,2,2026-07-26T21:51:23.000Z,2026-07-26T21:51:23.000Z,21,21
HCP1886,7,4,1,2,6,0,1,30.86,47.0,2,2026-08-14T09:02:37.000Z,2026-08-14T09:02:37.000Z,2,2
HCP1898,7,4,0,3,7,0,0,39.57,57.0,3,2026-07-08T16:07:21.000Z,2026-07-08T16:07:21.000Z,39,39
HCP1937,3,1,0,2,3,0,0,26.67,31.0,0,2026-08-05T14:10:36.000Z,2026-08-05T14:10:36.000Z,11,11
HCP1967,11,9,2,0,10,0,1,30.36,46.0,2,2026-07-29T15:17:46.000Z,2026-07-29T15:17:46.000Z,18,18
HCP1986,3,3,0,0,2,1,0,47.33,59.0,1,2026-02-18T14:14:09.000Z,2026-02-03T06:53:38.000Z,194,179
HCP1991,8,5,2,1,7,0,1,36.0,59.0,3,2026-07-25T00:34:49.000Z,2026-07-25T00:34:49.000Z,22,22
HCP1996,11,8,2,1,8,3,0,40.55,60.0,4,2026-08-05T21:06:54.000Z,2026-08-05T21:06:54.000Z,11,11
HCP0033,9,6,0,3,8,0,1,33.89,59.0,5,2026-08-11T19:22:47.000Z,2026-08-11T19:22:47.000Z,5,5
HCP0048,9,4,3,2,9,0,0,27.56,60.0,2,2026-08-12T13:48:08.000Z,2026-08-12T13:48:08.000Z,4,4
HCP0055,10,6,3,1,10,0,0,29.0,55.0,5,2026-07-20T17:55:20.000Z,2026-07-20T17:55:20.000Z,27,27
HCP0090,4,2,0,2,3,1,0,36.25,56.0,1,2026-06-11T20:21:41.000Z,2026-06-11T20:21:41.000Z,66,66
HCP0123,3,1,1,1,2,1,0,26.33,33.0,2,2026-07-14T08:25:31.000Z,2026-07-14T08:25:31.000Z,33,33
HCP0144,5,2,3,0,5,0,0,21.6,49.0,4,2026-06-04T19:16:12.000Z,2026-06-04T19:16:12.000Z,73,73
HCP0187,7,3,4,0,6,0,1,22.86,44.0,5,2026-06-26T10:42:31.000Z,2026-06-26T10:42:31.000Z,51,51
HCP0189,8,7,1,0,6,1,1,35.0,51.0,2,2026-08-10T01:35:52.000Z,2026-08-10T01:35:52.000Z,6,6
HCP0206,6,2,3,1,3,1,2,26.0,51.0,1,2026-06-11T13:47:17.000Z,2026-04-14T09:09:46.000Z,124,66
HCP0237,12,9,2,1,11,1,0,39.17,55.0,8,2026-08-09T21:05:16.000Z,2026-08-09T21:05:16.000Z,7,7
HCP0240,3,1,1,1,2,1,0,26.67,32.0,2,2026-07-11T19:45:10.000Z,2026-07-11T19:45:10.000Z,36,36
HCP0247,8,4,2,2,7,0,1,31.5,49.0,2,2026-06-14T15:27:14.000Z,2026-06-14T15:27:14.000Z,63,63
HCP0259,8,5,0,3,7,1,0,31.13,42.0,4,2026-06-25T01:23:00.000Z,2026-06-25T01:23:00.000Z,52,52
HCP0271,5,4,0,1,4,1,0,47.4,57.0,1,2026-08-04T11:07:45.000Z,2026-08-04T11:07:45.000Z,12,12
HCP0294,7,5,1,1,5,2,0,37.14,54.0,1,2026-07-24T14:40:07.000Z,2026-07-24T14:40:07.000Z,23,23
HCP0295,7,2,3,2,6,0,1,24.0,50.0,2,2026-07-04T08:12:25.000Z,2026-07-04T08:12:25.000Z,43,43
HCP0309,7,5,1,1,6,0,1,40.71,59.0,3,2026-08-06T16:39:27.000Z,2026-08-06T16:39:27.000Z,10,10
HCP0341,11,4,5,2,11,0,0,25.45,49.0,8,2026-07-24T05:19:20.000Z,2026-07-24T05:19:20.000Z,23,23
HCP0346,5,3,1,1,4,1,0,39.6,56.0,1,2026-08-10T15:29:13.000Z,2026-08-10T15:29:13.000Z,6,6
HCP0372,6,4,1,1,5,0,1,27.83,42.0,2,2026-07-01T02:20:14.000Z,2026-07-01T02:20:14.000Z,46,46
HCP0429,3,1,2,0,2,0,1,21.33,45.0,0,2026-07-24T17:29:45.000Z,2026-07-24T17:29:45.000Z,23,23
HCP0463,5,2,2,1,5,0,0,23.8,37.0,2,2026-07-28T02:59:48.000Z,2026-07-28T02:59:48.000Z,19,19
HCP0493,3,1,0,2,2,1,0,36.67,55.0,2,2026-06-20T02:48:11.000Z,2026-06-20T02:48:11.000Z,57,57
HCP0504,4,1,3,0,4,0,0,23.0,54.0,1,2026-07-14T01:50:56.000Z,2026-07-14T01:50:56.000Z,33,33
HCP0517,3,1,2,0,1,2,0,19.67,45.0,0,2026-07-19T03:17:49.000Z,2026-07-19T03:17:49.000Z,28,28
HCP0536,6,3,1,2,6,0,0,33.83,46.0,2,2026-07-31T15:21:58.000Z,2026-07-31T15:21:58.000Z,16,16
HCP0545,3,3,0,0,3,0,0,41.67,49.0,0,2026-07-09T05:10:29.000Z,2026-07-09T05:10:29.000Z,38,38
HCP0550,5,3,2,0,5,0,0,35.8,59.0,3,2026-08-12T19:57:12.000Z,2026-08-12T19:57:12.000Z,4,4
HCP0566,4,1,2,1,4,0,0,23.0,46.0,2,2026-08-04T15:49:36.000Z,2026-08-04T15:49:36.000Z,12,12
HCP0586,10,6,2,2,10,0,0,28.7,44.0,7,2026-08-11T22:39:50.000Z,2026-08-11T22:39:50.000Z,5,5
HCP0594,3,1,1,1,2,1,0,28.0,39.0,1,2026-07-15T06:52:54.000Z,2026-06-28T00:16:17.000Z,49,32
HCP0642,10,5,4,1,8,0,2,30.3,56.0,2,2026-08-08T21:47:24.000Z,2026-08-08T21:47:24.000Z,8,8
HCP0712,3,2,1,0,3,0,0,30.0,48.0,1,2026-02-27T13:26:33.000Z,2026-02-27T13:26:33.000Z,170,170
HCP0714,8,3,4,1,6,0,2,20.88,30.0,3,2026-08-09T13:42:53.000Z,2026-06-22T10:00:29.000Z,55,7
HCP0721,5,1,2,2,5,0,0,27.0,51.0,2,2026-08-07T06:14:12.000Z,2026-08-07T06:14:12.000Z,9,9
HCP0763,13,4,5,4,13,0,0,32.77,60.0,7,2026-08-05T18:10:44.000Z,2026-08-05T18:10:44.000Z,11,11
HCP0769,7,5,2,0,7,0,0,35.14,59.0,2,2026-07-17T13:15:53.000Z,2026-07-17T13:15:53.000Z,30,30
HCP0778,5,2,1,2,4,1,0,33.2,45.0,3,2026-08-01T02:36:43.000Z,2026-08-01T02:36:43.000Z,15,15
HCP0783,8,2,3,3,7,1,0,27.88,47.0,4,2026-07-17T12:21:26.000Z,2026-07-17T12:21:26.000Z,30,30
HCP0795,8,3,2,3,8,0,0,31.25,39.0,2,2026-06-15T03:59:27.000Z,2026-06-15T03:59:27.000Z,62,62
HCP0796,2,1,0,1,1,0,1,39.0,44.0,0,2026-05-05T14:48:17.000Z,2026-02-04T11:29:14.000Z,193,103
HCP0816,7,5,2,0,7,0,0,28.86,42.0,1,2026-06-10T04:57:54.000Z,2026-06-10T04:57:54.000Z,67,67
HCP0848,3,1,1,1,3,0,0,26.33,42.0,0,2026-07-08T09:47:12.000Z,2026-07-08T09:47:12.000Z,39,39
HCP0876,4,0,1,3,4,0,0,21.0,29.0,0,2026-07-02T10:05:08.000Z,2026-07-02T10:05:08.000Z,45,45
HCP0886,6,4,2,0,5,1,0,30.0,58.0,1,2026-07-23T20:28:23.000Z,2026-06-14T17:28:07.000Z,63,24
HCP0888,5,3,2,0,5,0,0,34.0,56.0,2,2026-05-13T01:27:00.000Z,2026-05-13T01:27:00.000Z,95,95
HCP0903,8,2,5,1,7,1,0,19.75,50.0,3,2026-08-06T07:52:54.000Z,2026-08-06T07:52:54.000Z,10,10
HCP0911,5,1,0,4,4,1,0,32.2,44.0,1,2026-08-09T05:54:27.000Z,2026-08-09T05:54:27.000Z,7,7
HCP0932,7,4,1,2,6,0,1,31.43,59.0,1,2026-08-09T07:32:24.000Z,2026-08-09T07:32:24.000Z,7,7
HCP0939,7,1,3,3,5,1,1,27.0,43.0,0,2026-07-25T15:22:57.000Z,2026-07-25T15:22:57.000Z,22,22
HCP0951,8,5,2,1,7,0,1,32.5,48.0,2,2026-08-03T05:32:45.000Z,2026-08-03T05:32:45.000Z,13,13
HCP0978,6,4,2,0,5,0,1,32.5,53.0,3,2026-07-02T12:36:35.000Z,2026-07-02T12:36:35.000Z,45,45
HCP0985,7,4,3,0,6,1,0,27.0,53.0,4,2026-06-24T05:52:43.000Z,2026-05-28T23:44:39.000Z,80,53
HCP0993,10,7,1,2,8,1,1,33.5,46.0,2,2026-07-07T10:54:59.000Z,2026-07-07T10:54:59.000Z,40,40
HCP1000,9,1,5,3,7,0,2,18.33,50.0,3,2026-07-14T19:53:15.000Z,2026-07-14T19:53:15.000Z,33,33
HCP1002,13,9,3,1,10,2,1,33.0,60.0,6,2026-08-10T23:46:39.000Z,2026-08-06T16:09:43.000Z,10,6
HCP1003,3,3,0,0,3,0,0,32.67,45.0,2,2026-04-10T21:14:28.000Z,2026-04-10T21:14:28.000Z,128,128
HCP1036,6,3,2,1,5,0,1,26.5,39.0,2,2026-06-04T01:14:41.000Z,2026-06-04T01:14:41.000Z,73,73
HCP1065,6,3,2,1,6,0,0,35.67,56.0,4,2026-08-10T18:24:37.000Z,2026-08-10T18:24:37.000Z,6,6
HCP1188,8,4,2,2,8,0,0,33.0,60.0,2,2026-08-14T15:26:47.000Z,2026-08-14T15:26:47.000Z,2,2
HCP1242,11,6,5,0,10,0,1,26.27,52.0,2,2026-07-08T19:25:30.000Z,2026-07-08T19:25:30.000Z,39,39
HCP1263,7,2,3,2,7,0,0,29.14,56.0,2,2026-08-12T03:47:43.000Z,2026-08-12T03:47:43.000Z,4,4
HCP1278,5,4,1,0,4,1,0,35.6,60.0,3,2026-08-08T04:46:14.000Z,2026-08-08T04:46:14.000Z,8,8
HCP1294,3,2,0,1,3,0,0,43.67,49.0,0,2026-07-24T14:48:46.000Z,2026-07-24T14:48:46.000Z,23,23
HCP1302,5,3,0,2,5,0,0,44.0,53.0,1,2026-06-11T03:58:13.000Z,2026-06-11T03:58:13.000Z,66,66
HCP1347,10,0,8,2,10,0,0,16.3,45.0,6,2026-08-02T22:30:31.000Z,2026-08-02T22:30:31.000Z,14,14
HCP1385,10,4,5,1,8,1,1,29.5,60.0,5,2026-06-30T15:31:28.000Z,2026-06-30T15:31:28.000Z,47,47
HCP1405,9,4,4,1,8,0,1,31.0,59.0,3,2026-07-28T18:25:10.000Z,2026-07-28T18:25:10.000Z,19,19
HCP1435,7,3,3,1,7,0,0,28.29,44.0,3,2026-07-27T06:21:40.000Z,2026-07-27T06:21:40.000Z,20,20
HCP1491,7,4,2,1,7,0,0,29.57,52.0,3,2026-06-29T22:58:45.000Z,2026-06-29T22:58:45.000Z,48,48
HCP1492,5,2,2,1,5,0,0,25.4,44.0,2,2026-06-25T21:18:07.000Z,2026-06-25T21:18:07.000Z,52,52
HCP1511,9,6,3,0,9,0,0,35.89,57.0,6,2026-08-06T12:09:51.000Z,2026-08-06T12:09:51.000Z,10,10
HCP1518,9,8,1,0,8,0,1,41.33,59.0,5,2026-08-12T15:32:04.000Z,2026-08-12T15:32:04.000Z,4,4
HCP1523,3,2,1,0,3,0,0,26.0,35.0,2,2026-06-08T18:58:22.000Z,2026-06-08T18:58:22.000Z,69,69
HCP1559,9,2,5,2,7,2,0,18.0,32.0,3,2026-08-03T23:55:08.000Z,2026-08-03T23:55:08.000Z,13,13
HCP1580,7,4,2,1,6,0,1,34.71,59.0,3,2026-07-17T17:36:37.000Z,2026-07-17T17:36:37.000Z,30,30
HCP1581,8,3,3,2,4,4,0,30.13,56.0,2,2026-08-14T02:01:34.000Z,2026-06-14T08:13:56.000Z,63,2
HCP1593,9,4,4,1,9,0,0,27.78,52.0,4,2026-08-12T11:33:56.000Z,2026-08-12T11:33:56.000Z,4,4
HCP1627,7,5,1,1,5,1,1,34.14,47.0,3,2026-05-30T02:37:47.000Z,2026-05-30T02:37:47.000Z,78,78
HCP1632,12,6,4,2,12,0,0,29.5,52.0,5,2026-08-14T15:47:31.000Z,2026-08-14T15:47:31.000Z,2,2
HCP1647,8,5,3,0,7,1,0,35.0,57.0,5,2026-08-09T18:19:20.000Z,2026-08-09T18:19:20.000Z,7,7
HCP1693,11,3,7,1,7,2,2,23.09,57.0,2,2026-07-21T17:41:39.000Z,2026-07-21T17:41:39.000Z,26,26
HCP1706,8,5,1,2,8,0,0,37.38,56.0,3,2026-07-28T21:31:51.000Z,2026-07-28T21:31:51.000Z,19,19
HCP1724,11,6,3,2,9,2,0,36.36,60.0,5,2026-08-10T10:04:55.000Z,2026-08-10T10:04:55.000Z,6,6
HCP1729,5,2,1,2,4,1,0,29.4,49.0,1,2026-08-13T15:13:36.000Z,2026-08-13T15:13:36.000Z,3,3
HCP1732,4,4,0,0,4,0,0,43.25,57.0,2,2026-06-09T18:54:00.000Z,2026-06-09T18:54:00.000Z,68,68
HCP1760,8,4,2,2,8,0,0,29.75,42.0,5,2026-07-31T04:50:41.000Z,2026-07-31T04:50:41.000Z,16,16
HCP1771,4,2,0,2,3,1,0,42.75,60.0,0,2026-06-22T23:15:20.000Z,2026-03-01T01:24:05.000Z,168,55
HCP1802,9,6,2,1,8,0,1,35.56,59.0,5,2026-07-13T11:35:46.000Z,2026-07-13T11:35:46.000Z,34,34
HCP1812,8,5,3,0,6,1,1,29.75,50.0,2,2026-06-24T08:30:55.000Z,2026-06-24T08:30:55.000Z,53,53
HCP1814,3,1,1,1,3,0,0,22.67,31.0,2,2026-05-21T10:40:26.000Z,2026-05-21T10:40:26.000Z,87,87
HCP1824,7,1,4,2,6,1,0,18.0,38.0,3,2026-08-01T07:49:32.000Z,2026-08-01T07:49:32.000Z,15,15
HCP1878,11,7,3,1,11,0,0,29.36,53.0,7,2026-08-13T19:29:13.000Z,2026-08-13T19:29:13.000Z,3,3
HCP1903,10,7,2,1,9,0,1,38.7,58.0,5,2026-07-13T23:35:45.000Z,2026-07-13T23:35:45.000Z,34,34
HCP1915,11,2,9,0,8,1,2,15.09,38.0,6,2026-06-29T20:38:45.000Z,2026-06-29T20:38:45.000Z,48,48
HCP1936,6,3,0,3,5,0,1,29.17,43.0,2,2026-06-14T00:44:16.000Z,2026-06-14T00:44:16.000Z,63,63
HCP1952,5,4,0,1,5,0,0,42.4,58.0,2,2026-04-26T01:14:30.000Z,2026-04-26T01:14:30.000Z,112,112
HCP1970,6,3,2,1,4,1,1,28.17,57.0,2,2026-06-18T14:21:26.000Z,2026-06-18T14:21:26.000Z,59,59
HCP0003,4,3,1,0,2,1,1,29.5,50.0,0,2026-07-23T04:28:39.000Z,2026-07-06T15:14:38.000Z,41,24
HCP0009,4,2,1,1,4,0,0,34.25,53.0,2,2026-05-19T08:18:02.000Z,2026-05-19T08:18:02.000Z,89,89
HCP0023,5,1,3,1,4,1,0,22.6,36.0,2,2026-08-06T03:10:45.000Z,2026-08-06T03:10:45.000Z,10,10
HCP0091,13,9,1,3,10,2,1,35.92,60.0,3,2026-08-04T11:21:00.000Z,2026-06-21T08:37:20.000Z,56,12
HCP0143,8,5,2,1,6,2,0,38.0,59.0,3,2026-08-04T16:53:00.000Z,2026-08-04T16:53:00.000Z,12,12
HCP0158,3,1,0,2,2,1,0,32.33,37.0,1,2026-07-01T00:58:36.000Z,2026-07-01T00:58:36.000Z,46,46
HCP0162,7,4,2,1,6,1,0,31.86,60.0,1,2026-07-24T13:53:25.000Z,2026-07-24T13:53:25.000Z,23,23
HCP0172,11,5,3,3,10,1,0,34.45,59.0,6,2026-08-07T22:32:46.000Z,2026-08-07T22:32:46.000Z,9,9
HCP0173,7,2,3,2,6,1,0,24.14,50.0,5,2026-07-07T14:52:37.000Z,2026-07-07T14:52:37.000Z,40,40
HCP0203,12,6,3,3,10,2,0,34.92,57.0,8,2026-08-13T16:51:29.000Z,2026-08-13T16:51:29.000Z,3,3
HCP0204,6,3,1,2,4,2,0,33.67,55.0,3,2026-05-12T00:59:40.000Z,2026-05-12T00:59:40.000Z,96,96
HCP0205,8,3,5,0,8,0,0,23.38,49.0,5,2026-07-22T01:12:34.000Z,2026-07-22T01:12:34.000Z,25,25
HCP0227,13,6,3,4,12,0,1,27.77,46.0,3,2026-08-14T08:52:08.000Z,2026-08-14T08:52:08.000Z,2,2
HCP0238,11,6,4,1,9,2,0,29.55,51.0,4,2026-07-11T21:27:42.000Z,2026-07-11T21:27:42.000Z,36,36
HCP0239,9,3,3,3,8,1,0,28.0,50.0,5,2026-08-10T16:46:27.000Z,2026-08-10T16:46:27.000Z,6,6
HCP0245,5,2,2,1,5,0,0,32.4,55.0,4,2026-06-12T19:10:11.000Z,2026-06-12T19:10:11.000Z,65,65
HCP0253,7,3,1,3,6,1,0,26.43,38.0,3,2026-08-14T03:34:31.000Z,2026-08-14T03:34:31.000Z,2,2
HCP0272,5,4,0,1,4,1,0,38.2,49.0,2,2026-07-11T20:24:23.000Z,2026-07-11T20:24:23.000Z,36,36
HCP0299,2,1,1,0,1,1,0,32.5,55.0,0,2026-07-19T03:22:21.000Z,2026-02-15T09:05:27.000Z,182,28
HCP0312,6,3,1,2,6,0,0,37.17,57.0,3,2026-08-10T13:39:17.000Z,2026-08-10T13:39:17.000Z,6,6
HCP0314,6,3,3,0,4,2,0,34.67,60.0,1,2026-06-28T08:27:52.000Z,2026-06-28T08:27:52.000Z,49,49
HCP0324,7,3,2,2,6,1,0,28.71,53.0,3,2026-08-08T19:06:45.000Z,2026-08-08T19:06:45.000Z,8,8
HCP0344,9,3,5,1,8,0,1,24.0,46.0,2,2026-07-09T14:39:32.000Z,2026-07-09T14:39:32.000Z,38,38
HCP0345,12,9,1,2,10,2,0,32.33,48.0,5,2026-07-15T06:37:57.000Z,2026-07-15T06:37:57.000Z,32,32
HCP0375,12,5,6,1,9,2,1,29.0,58.0,2,2026-08-14T09:06:49.000Z,2026-07-30T21:33:37.000Z,17,2
HCP0399,7,4,2,1,6,0,1,23.57,41.0,3,2026-06-30T16:35:05.000Z,2026-06-30T16:35:05.000Z,47,47
HCP0402,8,5,2,1,7,0,1,35.0,55.0,5,2026-06-30T13:10:56.000Z,2026-06-30T13:10:56.000Z,47,47
HCP0415,8,6,1,1,8,0,0,38.0,56.0,3,2026-08-06T13:33:27.000Z,2026-08-06T13:33:27.000Z,10,10
HCP0421,11,6,3,2,8,1,2,31.18,52.0,2,2026-05-24T05:35:18.000Z,2026-05-24T05:35:18.000Z,84,84
HCP0422,3,2,0,1,3,0,0,41.33,51.0,1,2026-05-21T13:15:28.000Z,2026-05-21T13:15:28.000Z,87,87
HCP0432,9,7,1,1,9,0,0,35.22,56.0,4,2026-08-05T01:06:12.000Z,2026-08-05T01:06:12.000Z,11,11
HCP0448,6,3,3,0,4,0,2,31.33,59.0,2,2026-07-17T06:30:22.000Z,2026-07-17T06:30:22.000Z,30,30
HCP0487,9,3,5,1,8,1,0,26.89,60.0,4,2026-07-27T19:40:30.000Z,2026-07-27T19:40:30.000Z,20,20
HCP0497,6,4,1,1,6,0,0,36.83,58.0,3,2026-06-11T21:37:24.000Z,2026-06-11T21:37:24.000Z,66,66
HCP0498,4,1,3,0,2,1,1,14.25,27.0,2,2026-05-08T10:51:31.000Z,2026-05-06T15:21:48.000Z,102,100
HCP0506,3,1,1,1,3,0,0,31.0,46.0,0,2026-04-12T23:23:19.000Z,2026-04-12T23:23:19.000Z,126,126
HCP0507,5,1,1,3,5,0,0,33.4,49.0,3,2026-08-04T19:43:41.000Z,2026-08-04T19:43:41.000Z,12,12
HCP0520,10,8,0,2,7,3,0,41.0,59.0,1,2026-06-30T08:30:30.000Z,2026-06-30T08:30:30.000Z,47,47
HCP0527,9,4,3,2,8,1,0,32.89,59.0,4,2026-07-13T19:42:25.000Z,2026-07-13T06:22:30.000Z,34,34
HCP0539,3,2,0,1,3,0,0,36.67,48.0,0,2026-08-03T18:55:47.000Z,2026-08-03T18:55:47.000Z,13,13
HCP0553,8,2,3,3,7,1,0,26.13,50.0,4,2026-06-04T06:46:10.000Z,2026-06-04T06:46:10.000Z,73,73
HCP0589,4,0,2,2,2,0,2,25.75,42.0,1,2026-08-08T09:41:46.000Z,2026-06-14T06:09:29.000Z,63,8
HCP0591,4,0,1,3,3,1,0,22.25,36.0,2,2026-07-30T09:05:38.000Z,2026-06-14T17:50:01.000Z,63,17
HCP0593,7,3,3,1,6,1,0,24.0,42.0,2,2026-07-17T11:03:06.000Z,2026-07-17T11:03:06.000Z,30,30
HCP0622,10,4,5,1,8,0,2,25.1,58.0,5,2026-08-06T05:51:59.000Z,2026-06-29T14:46:59.000Z,48,10
HCP0658,3,2,1,0,3,0,0,31.0,45.0,1,2026-08-08T10:07:22.000Z,2026-08-08T10:07:22.000Z,8,8
HCP0678,4,2,0,2,3,1,0,25.75,38.0,0,2026-07-12T21:19:25.000Z,2026-07-12T21:19:25.000Z,35,35
HCP0695,4,1,2,1,3,1,0,20.75,30.0,1,2026-07-19T04:33:47.000Z,2026-04-29T04:37:08.000Z,109,28
HCP0701,4,2,1,1,4,0,0,30.75,56.0,2,2026-07-08T09:52:12.000Z,2026-07-08T09:52:12.000Z,39,39
HCP0705,9,5,3,1,8,1,0,28.22,53.0,4,2026-08-13T14:53:03.000Z,2026-08-13T14:53:03.000Z,3,3
HCP0718,9,3,4,2,7,0,2,30.78,58.0,2,2026-06-27T23:58:45.000Z,2026-06-27T23:58:45.000Z,50,50
HCP0755,5,4,1,0,5,0,0,33.6,46.0,1,2026-08-07T14:36:34.000Z,2026-08-07T14:36:34.000Z,9,9
HCP0772,8,6,2,0,7,0,1,36.0,53.0,4,2026-07-29T10:01:16.000Z,2026-07-29T10:01:16.000Z,18,18
HCP0775,3,2,0,1,2,0,1,33.0,40.0,0,2026-02-01T17:04:29.000Z,2026-02-01T17:04:29.000Z,196,196
HCP0789,4,2,1,1,4,0,0,36.25,46.0,3,2026-07-23T06:12:13.000Z,2026-07-23T06:12:13.000Z,24,24
HCP0801,6,4,0,2,5,0,1,28.67,34.0,4,2026-08-02T01:49:12.000Z,2026-08-02T01:49:12.000Z,14,14
HCP0824,3,1,0,2,3,0,0,38.33,50.0,0,2026-07-18T18:19:00.000Z,2026-07-18T18:19:00.000Z,29,29
HCP0826,8,1,3,4,6,1,1,23.13,52.0,1,2026-08-03T20:24:48.000Z,2026-08-03T20:24:48.000Z,13,13
HCP0872,5,1,3,1,5,0,0,21.2,29.0,1,2026-08-13T01:04:28.000Z,2026-08-13T01:04:28.000Z,3,3
HCP0890,12,5,4,3,12,0,0,27.75,47.0,7,2026-08-14T12:29:58.000Z,2026-08-14T12:29:58.000Z,2,2
HCP0957,3,0,3,0,2,1,0,14.0,16.0,0,2026-08-08T14:10:38.000Z,2026-07-11T18:30:33.000Z,36,8
HCP0960,8,5,2,1,7,0,1,30.38,51.0,1,2026-07-25T08:55:07.000Z,2026-07-25T08:55:07.000Z,22,22
HCP0984,4,1,2,1,4,0,0,26.5,50.0,0,2026-06-30T05:24:05.000Z,2026-06-30T05:24:05.000Z,47,47
HCP1019,7,3,1,3,6,0,1,30.14,58.0,2,2026-07-07T03:03:34.000Z,2026-07-07T03:03:34.000Z,40,40
HCP1021,12,8,2,2,11,1,0,31.58,53.0,5,2026-08-14T06:48:24.000Z,2026-08-14T06:48:24.000Z,2,2
HCP1041,11,3,2,6,11,0,0,25.0,40.0,2,2026-08-04T04:11:55.000Z,2026-08-04T04:11:55.000Z,12,12
HCP1051,5,0,3,2,5,0,0,19.6,34.0,2,2026-07-13T09:48:22.000Z,2026-07-13T09:48:22.000Z,34,34
HCP1066,9,5,2,2,7,2,0,30.44,54.0,2,2026-08-08T02:48:48.000Z,2026-08-08T02:48:48.000Z,8,8
HCP1071,3,3,0,0,3,0,0,41.0,51.0,1,2026-07-09T09:07:32.000Z,2026-07-09T09:07:32.000Z,38,38
HCP1093,7,5,2,0,6,1,0,32.57,54.0,4,2026-08-02T16:33:56.000Z,2026-08-02T16:33:56.000Z,14,14
HCP1098,8,6,1,1,8,0,0,38.5,59.0,6,2026-07-25T05:02:50.000Z,2026-07-25T05:02:50.000Z,22,22
HCP1107,7,3,3,1,6,0,1,26.86,42.0,2,2026-08-12T22:42:03.000Z,2026-08-12T22:42:03.000Z,4,4
